,Name,Value
575,"Iit[1,573]",4882.0
576,"Iit[1,574]",9764.0
577,"Iit[1,575]",9764.0
578,"Iit[1,576]",9764.0
579,"Iit[1,577]",9764.0
580,"Iit[1,578]",9764.0
581,"Iit[1,579]",9764.0
582,"Iit[1,580]",-0.0
583,"Iit[1,581]",9764.0
584,"Iit[1,582]",4882.0
585,"Iit[1,583]",9764.0
586,"Iit[1,584]",9764.0
587,"Iit[1,585]",-0.0
588,"Iit[1,586]",22250.0
589,"Iit[1,587]",-0.0
590,"Iit[1,588]",4450.0
591,"Iit[1,589]",4450.0
592,"Iit[1,590]",8900.0
593,"Iit[1,591]",8900.0
594,"Iit[1,592]",4450.0
595,"Iit[1,593]",8900.0
596,"Iit[1,594]",8900.0
597,"Iit[1,595]",4450.0
598,"Iit[1,596]",8900.0
599,"Iit[1,597]",8900.0
600,"Iit[1,598]",8900.0
601,"Iit[1,599]",0.0
602,"Iit[1,600]",8900.0
603,"Iit[1,601]",13617.0
604,"Iit[1,602]",-0.0
605,"Iit[1,603]",4450.0
606,"Iit[1,604]",-0.0
607,"Iit[1,605]",-0.0
608,"Iit[1,606]",17800.0
609,"Igt[2,1]",-0.0
610,"Ist[2,1]",-0.0
611,"Idt[2,1]",-0.0
612,"Iit[2,1]",33380.0
613,"Iit[2,2]",26704.0
614,"Iit[2,3]",-0.0
615,"Iit[2,4]",-0.0
616,"Iit[2,5]",20028.0
617,"Iit[2,6]",26704.0
618,"Iit[2,7]",-0.0
619,"Iit[2,8]",26704.0
620,"Iit[2,9]",-0.0
621,"Iit[2,10]",6891.0
622,"Iit[2,11]",2774.0
623,"Iit[2,12]",27740.0
624,"Iit[2,13]",11096.0
625,"Iit[2,14]",16644.0
626,"Iit[2,15]",2774.0
627,"Iit[2,16]",2774.0
628,"Iit[2,17]",15078.0
629,"Iit[2,18]",5026.0
630,"Iit[2,19]",15078.0
631,"Iit[2,20]",0.0
632,"Iit[2,21]",20104.0
633,"Iit[2,22]",15078.0
634,"Iit[2,23]",5026.0
635,"Iit[2,24]",15078.0
636,"Iit[2,25]",5026.0
637,"Iit[2,26]",6175.0
638,"Iit[2,27]",15078.0
639,"Iit[2,28]",5026.0
640,"Iit[2,29]",0.0
641,"Iit[2,30]",8054.0
642,"Iit[2,31]",16108.0
643,"Iit[2,32]",8054.0
644,"Iit[2,33]",0.0
645,"Iit[2,34]",0.0
646,"Iit[2,35]",0.0
647,"Iit[2,36]",8054.0
648,"Iit[2,37]",-0.0
649,"Iit[2,38]",0.0
650,"Iit[2,39]",-0.0
651,"Iit[2,40]",0.0
652,"Iit[2,41]",3713.0
653,"Iit[2,42]",14852.0
654,"Iit[2,43]",3713.0
655,"Iit[2,44]",11139.0
656,"Iit[2,45]",-0.0
657,"Iit[2,46]",18565.0
658,"Iit[2,47]",14852.0
659,"Iit[2,48]",0.0
660,"Iit[2,49]",14852.0
661,"Iit[2,50]",22278.0
662,"Iit[2,51]",18565.0
663,"Iit[2,52]",7426.0
664,"Iit[2,53]",0.0
665,"Iit[2,54]",0.0
666,"Iit[2,55]",-0.0
667,"Iit[2,56]",-0.0
668,"Iit[2,57]",14852.0
669,"Iit[2,58]",3713.0
670,"Iit[2,59]",14852.0
671,"Iit[2,60]",4243.0
672,"Iit[2,61]",4243.0
673,"Iit[2,62]",8486.0
674,"Iit[2,63]",4243.0
675,"Iit[2,64]",8486.0
676,"Iit[2,65]",8486.0
677,"Iit[2,66]",-0.0
